"X","gvkey","ticker","compname","year","sic4","salesmillions","employees","breach","breach_this_year","breachtype_this_year","bad_breach","internal_breach","rand_breach","breach_sum","bad_breach_sum","industry","industry_breach_sum","industry_bad_breach_sum","industry_translate","ag_frst_fsh","mining","construction","manuf","trn_comm_elc_gas","wholesale","retail","finance_insurance","services","mean_hits","max_hits","volume","price.open","price.high","price.low","price.close","price.adjusted","ret.adjusted.prices","ret.closing.prices","volume_pct","price.open_pct","price.high_pct","price.low_pct","price.close_pct","price.adjusted_pct","ret.adjusted.prices_pct","ret.closing.prices_pct","salesmillions_pct","employees_pct","mean_hits_pct","max_hits_pct"
512,3581,"CRD.B","CRAWFORD & CO",2006,6411,769.07001,9.2799997,0,0,"",0,0,0,0,0,9,7,0,"Insurance agents, brokers, and service",0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020433387,1.233222535,NA,NA
513,3581,"CRD.B","CRAWFORD & CO",2007,6411,873.28003,8.967,0,0,"",0,0,0,0,0,9,2,1,"Insurance agents, brokers, and service",0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.135501344,0.966271583,NA,NA
514,3581,"CRD.B","CRAWFORD & CO",2008,6411,908.52002,9.3920002,0,0,"",0,0,0,0,0,9,2,0,"Insurance agents, brokers, and service",0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.040353597,1.04739603,NA,NA
515,3581,"CRD.B","CRAWFORD & CO",2009,6411,841.48999,8.8520002,0,0,"",0,0,0,0,0,9,6,3,"Insurance agents, brokers, and service",0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.926220635,0.94250426,NA,NA
516,28838,"CS","CREDIT SUISSE GROUP",2005,6211,60062.68,63.522999,0,0,"",0,0,0,0,0,9,3,0,"Security brokers and dealers",0,0,0,0,0,0,0,1,0,77.30769231,100,55690200,41.533203,51.669922,37.841797,41.425781,25.797903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,28838,"CS","CREDIT SUISSE GROUP",2006,6211,57596.738,44.870998,0,0,"",0,0,0,0,0,9,7,0,"Security brokers and dealers",0,0,0,0,0,0,0,1,0,56.96226415,70,87899400,51.259766,68.359375,48.896484,52.099609,33.44297,0.296344513,0.257661479,1.578363877,1.234187645,1.32300132,1.292129018,1.257661479,1.296344513,NA,NA,0.958943857,0.706374049,0.736825307,0.7
518,28838,"CS","CREDIT SUISSE GROUP",2007,6211,69046.211,48.099998,0,0,"",0,0,0,0,0,9,2,1,"Security brokers and dealers",0,0,0,0,0,0,0,1,0,55.25,74,202653200,68.945313,77.177734,54.619141,68.466797,45.191357,0.351296162,0.314151839,2.305512893,1.345018099,1.128999995,1.117036166,1.314151839,1.351296162,"1.185431639","1.219242553",1.198786831,1.071961849,0.969940378,1.057142857
519,28838,"CS","CREDIT SUISSE GROUP",2008,6211,36534.559,47.799999,0,0,"",0,0,0,0,0,9,2,0,"Security brokers and dealers",0,0,0,0,0,0,0,1,0,64.25,82,362655600,58.681641,58.359375,18.564453,58.28125,39.616146,-0.123368966,-0.148766226,1.789537989,0.851133144,0.756168547,0.339889143,0.851233774,0.876631034,"-0.351182221","-0.473548798",0.52913199,0.993763014,1.162895928,1.108108108
520,28838,"CS","CREDIT SUISSE GROUP",2009,6211,39970.129,47.599998,0,0,"",0,0,0,0,0,9,6,3,"Security brokers and dealers",0,0,0,0,0,0,0,1,0,67.48076923,80,373647500,27.441406,58.4375,18.59375,27.666016,19.668997,-0.503510589,-0.525301602,1.030309473,0.467631878,1.001338688,1.001578124,0.474698398,0.496489411,"4.081339123","3.531054165",1.09403617,0.995815879,1.050284346,0.975609756
521,3336,"CSC","COMPUTER SCIENCES CORP",2005,7370,12886.87,79,0,0,"",0,0,0,0,0,10,0,0,"Help supply services",0,0,0,0,0,0,0,0,1,4.711538462,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,3336,"CSC","COMPUTER SCIENCES CORP",2006,7370,12688.56,79,0,0,"",0,0,0,0,0,10,1,0,"Help supply services",0,0,0,0,0,0,0,0,1,4.547169811,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984611469,1,0.965113593,1.142857143
523,3336,"CSC","COMPUTER SCIENCES CORP",2007,7370,13705.81,89,0,0,"",0,0,0,0,0,10,4,1,"Help supply services",0,0,0,0,0,0,0,0,1,4.153846154,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.080170642,1.126582278,0.913501436,0.625
524,3336,"CSC","COMPUTER SCIENCES CORP",2008,7370,16500,92,0,0,"",0,0,0,0,0,10,1,0,"Help supply services",0,0,0,0,0,0,0,0,1,4.038461538,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.203869016,1.033707865,0.972222222,1.2
525,3336,"CSC","COMPUTER SCIENCES CORP",2009,7370,16700,94,0,0,"",0,0,0,0,0,10,2,1,"Help supply services",0,0,0,0,0,0,0,0,1,3.673076923,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012121212,1.02173913,0.90952381,0.666666667
526,20779,"CSCO","Cisco Systems, Inc.",2005,3576,21867.551,38.412998,0,0,"",0,0,0,0,0,5,1,0,"#N/A",0,0,0,1,0,0,0,0,0,2.307692308,5,13991845200,19.42,20.17,16.93,19.32,15.372467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,20779,"CSCO","Cisco Systems, Inc.",2006,3576,24330.08,49.925999,0,0,"",0,0,0,0,0,5,3,0,"#N/A",0,0,0,1,0,0,0,0,0,3.509433962,8,13245404000,17.209999,27.629999,17.24,17.450001,13.88455,-0.096791036,-0.096790839,0.946651697,0.886199743,1.369856173,1.018310691,0.903209161,0.903208964,NA,NA,1.112611101,1.299716284,1.520754717,1.6
528,20779,"CSCO","Cisco Systems, Inc.",2007,3576,29009.01,61.535,0,0,"",0,0,0,0,0,5,6,2,"#N/A",0,0,0,1,0,0,0,0,0,3.673076923,8,13515770200,27.459999,34.080002,25.299999,27.73,22.064102,0.589111783,0.589111657,1.020412077,1.595583997,1.233442028,1.467517343,1.589111657,1.589111783,"-6.086429173","-6.086440265",1.192310506,1.23252416,1.046629446,1
529,20779,"CSCO","Cisco Systems, Inc.",2008,3576,31624.65,66.128998,0,0,"",0,0,0,0,0,5,4,0,"#N/A",0,0,0,1,0,0,0,0,0,2.5,6,15487402500,27,27.540001,14.47,26.540001,21.117249,-0.042913734,-0.042913776,1.14587643,0.983248397,0.808098573,0.571936781,0.957086224,0.957086266,"-0.072844807","-0.072844893",1.090166469,1.074656667,0.680628272,0.75
530,20779,"CSCO","Cisco Systems, Inc.",2009,3576,28994.631,65.550003,1,0,"",0,0,0,0,0,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,1.653846154,3,12683251300,16.41,24.379999,13.62,16.959999,13.49467,-0.360964584,-0.360964644,0.818939864,0.607777778,0.885257738,0.941257775,0.639035356,0.639035416,"8.411400079","8.411393257",0.916836423,0.991244461,0.661538462,0.5
531,2845,"CTX.","CENTEX CORP",2005,1531,12696.48,16.344,0,0,"",0,0,0,0,0,3,0,0,"#N/A",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,2845,"CTX.","CENTEX CORP",2006,1531,10262.44,11.418,0,0,"",0,0,0,0,0,3,0,0,"#N/A",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808290172,0.698604993,NA,NA
533,2845,"CTX.","CENTEX CORP",2007,1531,6874.3398,6.5300002,0,0,"",0,0,0,0,0,3,0,0,"#N/A",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669854323,0.571904029,NA,NA
534,2845,"CTX.","CENTEX CORP",2008,1531,3060.51,2.4630001,0,0,"",0,0,0,0,0,3,0,0,"#N/A",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445207844,0.37718224,NA,NA
535,2845,"CTX.","CENTEX CORP",2009,1531,801.23999,3.171,0,0,"",0,0,0,0,0,3,0,0,"#N/A",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261799501,1.287454272,NA,NA
536,61676,"CTXS","CITRIX SYSTEMS INC",2005,7372,801.23999,3.171,0,0,"",0,0,0,0,0,10,0,0,"Prepackaged software",0,0,0,0,0,0,0,0,1,0,0,656886700,19.549292,23.283962,16.778149,19.190954,19.064651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,61676,"CTXS","CITRIX SYSTEMS INC",2006,7372,968.90002,3.7420001,0,0,"",0,0,0,0,0,10,1,0,"Prepackaged software",0,0,0,0,0,0,0,0,1,1,1,973655000,22.957478,35.96114,21.356903,23.283962,23.130722,0.213278019,0.213277985,1.482226691,1.174338078,1.544459659,1.272899829,1.213277985,1.213278019,NA,NA,1.209250702,1.18006941,Inf,Inf
538,61676,"CTXS","CITRIX SYSTEMS INC",2007,7372,1156.26,4.6199999,0,0,"",0,0,0,0,0,10,4,1,"Prepackaged software",0,0,0,0,0,0,0,0,1,1,1,972500200,21.731167,34.925945,21.364866,21.364866,21.224257,-0.082421336,-0.082421368,0.998813954,0.946583375,0.97121351,1.000372854,0.917578632,0.917578664,"-0.386450211","-0.386450425",1.193373905,1.234633826,1,1
539,61676,"CTXS","CITRIX SYSTEMS INC",2008,7372,1266.39,5.04,0,0,"",0,0,0,0,0,10,1,0,"Prepackaged software",0,0,0,0,0,0,0,0,1,NA,NA,1274129900,30.657747,30.63386,15.559802,30.29941,30.099998,0.418188538,0.418188628,1.310159011,1.410773154,0.87710898,0.728289239,1.418188628,1.418188538,"-5.073789873","-5.073788973",1.095246744,1.090909115,NA,NA
540,61676,"CTXS","CITRIX SYSTEMS INC",2009,7372,1295.79,4.816,0,0,"",0,0,0,0,0,10,2,1,"Prepackaged software",0,0,0,0,0,0,0,0,1,NA,NA,992856600,18.768911,34.034081,15.99777,19.397993,19.270329,-0.359789692,-0.359789745,0.779242839,0.612207772,1.110995513,1.028147402,0.640210255,0.640210308,"-0.860352829","-0.860352771",1.023215597,0.955555556,NA,NA
541,12485,"CVC","Cablevision Systems Corporation",2005,4841,4563.71,20.424999,1,0,"",0,0,0,0,0,6,0,0,"Cable and other pay television services",0,0,0,0,1,0,0,0,0,13.21153846,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,12485,"CVC","Cablevision Systems Corporation",2006,4841,5063.04,16.218,0,1,"LostTape",0,0,1,1,0,6,2,0,"Cable and other pay television services",0,0,0,0,1,0,0,0,0,15.11320755,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.109413175,0.794026967,1.143940018,1.333333333
543,12485,"CVC","Cablevision Systems Corporation",2007,4841,5386.5298,16.705,0,0,"",0,0,0,1,0,6,0,0,"Cable and other pay television services",0,0,0,0,1,0,0,0,0,17.69230769,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.063892405,1.030028364,1.17065207,1.333333333
544,12485,"CVC","Cablevision Systems Corporation",2008,4841,5782.75,20.105,0,0,"",0,0,0,1,0,6,2,0,"Cable and other pay television services",0,0,0,0,1,0,0,0,0,20.53846154,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.073557599,1.203531877,1.160869565,0.875
545,12485,"CVC","Cablevision Systems Corporation",2009,4841,6240.3599,20.465,0,0,"",0,0,0,1,0,6,2,0,"Cable and other pay television services",0,0,0,0,1,0,0,0,0,26.82692308,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.079133613,1.017905994,1.306179775,1.214285714
546,7241,"CVS","CVS Corporation",2005,5912,32629.119,148,0,0,"",0,0,0,0,0,8,0,0,"Drug stores and proprietary stores",0,0,0,0,0,0,1,0,0,89.92307692,100,1145686800,22.700001,31.25,22.245001,22.5,18.354284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,7241,"CVS","CVS Corporation",2006,5912,37424.289,176,0,0,"",0,0,0,0,0,8,0,0,"Drug stores and proprietary stores",0,0,0,0,0,0,1,0,0,80.13207547,89,1917605700,26.67,35.950001,26.35,26.35,21.677261,0.181046398,0.171111111,1.673760839,1.174889816,1.150400032,1.184535798,1.171111111,1.181046398,NA,NA,1.146959837,1.189189189,0.891118033,0.89
548,7241,"CVS","CVS Corporation",2007,5912,63405.398,200,0,0,"",0,0,0,0,0,8,0,0,"Drug stores and proprietary stores",0,0,0,0,0,0,1,0,0,74.75,86,3512593100,30.950001,42.25,30.790001,30.84,25.503468,0.176507862,0.170398482,1.831759835,1.160479978,1.175243361,1.168500987,1.170398482,1.176507862,"0.974931645","0.995835284",1.694231198,1.136363636,0.932834942,0.966292135
549,7241,"CVS","CVS Corporation",2008,5912,69961.273,215,0,0,"",0,0,0,0,0,8,2,1,"Drug stores and proprietary stores",0,0,0,0,0,0,1,0,0,72.94230769,88,2943085600,39.709999,44.119999,24.42,39.349998,32.749737,0.28412877,0.275940272,0.837866931,1.283037083,1.044260331,0.793114622,1.275940272,1.28412877,"1.609723026","1.619382222",1.103396165,1.075,0.975816825,1.023255814
550,7241,"CVS","CVS Corporation",2009,5912,79259.367,211,0,0,"",0,0,0,0,0,8,0,0,"Drug stores and proprietary stores",0,0,0,0,0,0,1,0,0,74.01923077,92,3188942900,28.809999,38.009998,23.98,29.379999,24.632509,-0.24785628,-0.253367205,1.083537258,0.72550994,0.861514027,0.981981982,0.746632795,0.75214372,"-0.87233785","-0.91819582",1.132903442,0.981395349,1.014764039,1.045454545
551,2991,"CVX","Chevron Corporation",2005,2911,163049.5,59,1,0,"",0,0,0,0,0,5,1,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,2082211800,52.459999,65.769997,50.509998,50.900002,30.821516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,2991,"CVX","Chevron Corporation",2006,2911,166853.77,62.5,0,1,"StolenLaptop",0,0,1,1,0,5,4,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,2293198000,57.25,75.970001,54.080002,59.080002,36.909706,0.197530517,0.160707263,1.101327924,1.091307684,1.155085973,1.070679155,1.160707263,1.197530517,NA,NA,1.023331994,1.059322034,NA,NA
553,2991,"CVX","Chevron Corporation",2007,2911,169433.83,65,0,0,"",0,0,0,1,0,5,6,2,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,2511090100,72.769997,94.860001,66.43,70.970001,45.768707,0.240018195,0.201252515,1.095016697,1.271091651,1.24865078,1.228365339,1.201252515,1.240018195,"1.215094244","1.252292595",1.015463001,1.04,NA,NA
554,2991,"CVX","Chevron Corporation",2008,2911,204042.19,67,0,0,"",0,0,0,1,0,5,4,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,3919468900,93.959999,103.089996,57.830002,93.459999,61.992542,0.354474401,0.31689443,1.560863507,1.291191465,1.086759381,0.870540449,1.31689443,1.354474401,"1.476864708","1.574611028",1.204258854,1.030769231,NA,NA
555,2991,"CVX","Chevron Corporation",2009,2911,127879.98,64,0,0,"",0,0,0,1,0,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,2997111600,74.230003,79.639999,56.459999,76.519997,52.30233,-0.156312545,-0.181254036,0.764672887,0.790017069,0.772528879,0.976309823,0.818745964,0.843687455,"-0.44096991","-0.571969775",0.62673303,0.955223881,NA,NA
556,4029,"D","Dominion Resources, Inc.",2005,4911,15907.12,17.4,1,0,"",0,0,0,0,0,6,0,0,"Electric services",0,0,0,0,1,0,0,0,0,77.32692308,86,765109200,34,43.25,33.349998,33.740002,17.340008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,4029,"D","Dominion Resources, Inc.",2006,4911,14078.37,17.5,0,1,"StolenLaptop",0,0,1,1,0,6,3,0,"Electric services",0,0,0,0,1,0,0,0,0,84.47169811,94,745861400,38.805,42.009998,34.514999,39.580002,21.895338,0.262706338,0.173088312,0.974843068,1.141323529,0.971329434,1.034932566,1.173088312,1.262706338,NA,NA,0.885035758,1.005747126,1.092396991,1.093023256
558,4029,"D","Dominion Resources, Inc.",2007,4911,13020.08,17,0,0,"",0,0,0,1,0,6,0,0,"Electric services",0,0,0,0,1,0,0,0,0,92.94230769,100,1084327200,41.849998,48.990002,40,41.825001,24.86491,0.135625767,0.056720538,1.453791817,1.078469218,1.16615102,1.158916447,1.056720538,1.135625767,"0.516263778","0.327697099",0.924828656,0.971428571,1.100277487,1.063829787
559,4029,"D","Dominion Resources, Inc.",2008,4911,13028.97,18,0,0,"",0,0,0,1,0,6,2,0,"Electric services",0,0,0,0,1,0,0,0,0,95.09615385,99,770340200,47.299999,48.110001,33.580002,46.52,29.307198,0.17865691,0.11225341,0.710431501,1.130227031,0.982037131,0.83950005,1.11225341,1.17865691,"1.317278531","1.979061107",1.000682792,1.058823529,1.023174012,0.99
560,4029,"D","Dominion Resources, Inc.",2009,4911,12147.12,17.9,0,0,"",0,0,0,1,0,6,2,0,"Electric services",0,0,0,0,1,0,0,0,0,94.57692308,100,807169100,35.93,39.610001,27.290001,36.540001,23.904522,-0.184346385,-0.214531363,1.047808618,0.759619466,0.823321558,0.812686104,0.785468637,0.815653615,"-1.031845812","-1.911134479",0.932316215,0.994444444,0.994539939,1.01010101
561,17452,"DANOY","DANONE",2005,2000,13598.79,88.183998,0,0,"",0,0,0,0,0,5,1,0,"#N/A",0,0,0,0,0,0,0,0,0,0,0,71555600,9.245,11.515,8.65,9.25,6.029229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,17452,"DANOY","DANONE",2006,2000,15863.7,88.124001,0,0,"",0,0,0,0,0,5,4,0,"#N/A",0,0,0,0,0,0,0,0,0,0,0,64538800,10.585,16.795,10.475,10.71,7.245871,0.201790644,0.157837838,0.901939191,1.144943213,1.458532349,1.210982659,1.157837838,1.201790644,NA,NA,1.166552318,0.999319638,NA,NA
563,17452,"DANOY","DANONE",2007,2000,15497.83,76.043999,0,0,"",0,0,0,0,0,5,6,2,"#N/A",0,0,0,0,0,0,0,0,0,0,0,71256400,16.424999,18.24,14.1,16.525,11.525882,0.590682749,0.542950514,1.104086224,1.551724043,1.086037511,1.346062053,1.542950514,1.590682749,"2.927205833","3.439926199",0.976936654,0.862920409,NA,NA
564,17452,"DANOY","DANONE",2008,2000,16943.84,80.142998,0,0,"",0,0,0,0,0,5,4,0,"#N/A",0,0,0,0,0,0,0,0,0,0,0,62062000,17.889999,18.549999,10.14,17.889999,12.894253,0.118721587,0.082602057,0.87096738,1.089193308,1.016995559,0.719148936,1.082602057,1.118721587,"0.200990442","0.152135518",1.09330403,1.053902991,NA,NA
565,17452,"DANOY","DANONE",2009,2000,17237.82,80.975998,0,0,"",0,0,0,0,0,5,0,0,"#N/A",0,0,0,0,0,0,0,0,0,0,0,34454800,12.12,13.05,8.6,12.55,9.226822,-0.284423689,-0.298490738,0.555167413,0.677473487,0.703504081,0.848126233,0.701509262,0.715576311,"-2.395720074","-3.613599308",1.017350258,1.010393921,NA,NA
566,63169,"DASTY","DASSAULT SYSTEMS SA",2005,7372,975.76001,5.6929998,0,0,"",0,0,0,0,0,10,0,0,"Prepackaged software",0,0,0,0,0,0,0,0,1,0,0,12254400,25.115,28.719999,21.395,25.025,20.339054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,63169,"DASTY","DASSAULT SYSTEMS SA",2006,7372,1305.12,6.8400002,0,0,"",0,0,0,0,0,10,1,0,"Prepackaged software",0,0,0,0,0,0,0,0,1,0,0,5822200,28.785,30.105,22.254999,29.285,24.164824,0.188099702,0.17022977,0.475110981,1.146127812,1.04822427,1.040196261,1.17022977,1.188099702,NA,NA,1.337542005,1.201475574,NA,NA
568,63169,"DASTY","DASSAULT SYSTEMS SA",2007,7372,1527.04,6.362,0,0,"",0,0,0,0,0,10,4,1,"Prepackaged software",0,0,0,0,0,0,0,0,1,0,0,9423200,26.860001,34.415001,24.594999,26.605,22.291096,-0.077539485,-0.091514427,1.618494727,0.933124926,1.14316562,1.105144916,0.908485573,0.922460515,"-0.412225452","-0.537593554",1.170038004,0.930116932,NA,NA
569,63169,"DASTY","DASSAULT SYSTEMS SA",2008,7372,1485.96,7.875,0,0,"",0,0,0,0,0,10,1,0,"Prepackaged software",0,0,0,0,0,0,0,0,1,NA,NA,9887200,29.705,33.564999,16.25,29,24.64761,0.105715484,0.090020673,1.049240173,1.105919542,0.97530141,0.660703422,1.090020673,1.105715484,"-1.363376148","-0.983677389",0.973098282,1.237818296,NA,NA
570,63169,"DASTY","DASSAULT SYSTEMS SA",2009,7372,1439.76,7.4590001,0,0,"",0,0,0,0,0,10,2,1,"Prepackaged software",0,0,0,0,0,0,0,0,1,NA,NA,4151800,22.225,30.375,15.97,22.459999,19.526056,-0.2077911,-0.225517276,0.41991666,0.74819054,0.904960551,0.982769231,0.774482724,0.7922089,"-1.965569211","-2.505172077",0.968908988,0.947174616,NA,NA
571,3946,"DBD","Diebold, Inc.",2005,3578,2281.05,14.603,1,0,"",0,0,0,0,0,5,1,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,155677100,55.720001,57.580002,33.369999,54.830002,36.387035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,3946,"DBD","Diebold, Inc.",2006,3578,2482.4099,15.451,0,1,"Stolen Laptop",0,0,1,1,0,5,5,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,134583400,38.73,46.93,37.009998,38.330002,25.887903,-0.288540465,-0.300930137,0.864503514,0.695082543,0.815039916,1.109079985,0.699069863,0.711459535,NA,NA,1.088275093,1.05807026,NA,NA
573,3946,"DBD","Diebold, Inc.",2007,3578,2462.8301,16.941999,0,0,"",0,0,0,1,0,5,6,2,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,131913100,46.599998,54.25,28.889999,46.669998,32.157101,0.242167085,0.217584022,0.980158771,1.203201601,1.155976987,0.780599853,1.217584022,1.242167085,"-0.839282923","-0.723038325",0.992112584,1.096498544,NA,NA
574,3946,"DBD","Diebold, Inc.",2008,3578,2535.47,16.658001,0,0,"",0,0,0,1,0,5,4,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,187289600,29.25,40.299999,23.370001,28.549999,20.098421,-0.374992758,-0.388257977,1.419795305,0.62768243,0.742857124,0.808930488,0.611742023,0.625007242,"-1.548487725","-1.784404816",1.029494483,0.983237043,NA,NA
575,3946,"DBD","Diebold, Inc.",2009,3578,2182.24,16.396999,0,0,"",0,0,0,1,0,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,105591000,28.040001,32.93,19.049999,28.77,20.906122,0.040187286,0.007705815,0.563784642,0.958632513,0.817121608,0.815147547,1.007705815,1.040187286,"-0.107168167","-0.019847151",0.860684607,0.984331733,NA,NA
576,17828,"DDAIF","DAIMLER AG",2005,3711,156386.11,382.724,0,0,"",0,0,0,0,0,5,1,0,"#N/A",0,0,0,1,0,0,0,0,0,0,0,127835400,48.209999,54.830002,39.029999,47.68,29.83861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,17828,"DDAIF","DAIMLER AG",2006,3711,170908.19,365.75299,0,0,"",0,0,0,0,0,5,5,0,"#N/A",0,0,0,1,0,0,0,0,0,0,0,119550100,52.529999,61.970001,46.560001,53.75,35.168251,0.178615592,0.127307047,0.935187749,1.089607967,1.130220659,1.192928573,1.127307047,1.178615592,NA,NA,1.092860421,0.955657314,NA,NA
578,17828,"DDAIF","DAIMLER AG",2007,3711,120575.18,272.38199,0,0,"",0,0,0,0,0,5,6,2,"#N/A",0,0,0,1,0,0,0,0,0,0,0,270539300,62.439999,111.599998,60.060001,62.029999,41.911694,0.191748034,0.154046493,2.26297845,1.188654106,1.800871328,1.289948447,1.154046493,1.191748034,"1.073523491","1.210039009",0.705496793,0.744715689,NA,NA
579,17828,"DDAIF","DAIMLER AG",2008,3711,106731.7,273.216,0,0,"",0,0,0,0,0,5,4,0,"#N/A",0,0,0,1,0,0,0,0,0,0,0,213624900,96.519997,94.75,24.450001,94.75,65.610359,0.565442785,0.527486725,0.789626128,1.545803949,0.849014352,0.407092917,1.527486725,1.565442785,"2.948884391","3.424204695",0.88518798,1.003061913,NA,NA
580,17828,"DDAIF","DAIMLER AG",2009,3711,90807.5,256.40701,0,0,"",0,0,0,0,0,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,0,0,156010800,37.91,55.950001,21.58,39.110001,28.167284,-0.570688464,-0.587229541,0.730302507,0.39276835,0.59050133,0.882617551,0.412770459,0.429311536,"-1.009277116","-1.113259374",0.850801589,0.938477285,NA,NA
581,3824,"DEBS","Deb Shops, Inc.",2005,5621,286.53,3.5,1,0,"",0,0,0,0,0,8,0,0,"Women's clothing stores",0,0,0,0,0,0,1,0,0,15.88461538,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,3824,"DEBS","Deb Shops, Inc.",2006,5621,277.38,3.5,0,1,"Hack",1,0,0,1,1,8,1,1,"Women's clothing stores",0,0,0,0,0,0,1,0,0,14.67924528,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968066171,1,0.924117136,0.923076923
583,3824,"DEBS","Deb Shops, Inc.",2007,5621,7567.1299,64.5,0,0,"",0,0,0,1,1,8,0,0,"Women's clothing stores",0,0,0,0,0,0,1,0,0,13.96153846,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.28073365,18.42857143,0.951107376,0.875
584,3824,"DEBS","Deb Shops, Inc.",2008,5621,7567.1299,64.5,0,0,"",0,0,0,1,1,8,2,1,"Women's clothing stores",0,0,0,0,0,0,1,0,0,13.44230769,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.962809917,0.904761905
585,3824,"DEBS","Deb Shops, Inc.",2009,5621,7567.1299,64.5,0,0,"",0,0,0,1,1,8,0,0,"Women's clothing stores",0,0,0,0,0,0,1,0,0,13.17307692,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.979971388,0.947368421
586,4016,"DG","DOLLAR GENERAL CORP",2005,5331,7567.1299,64.5,0,0,"",0,0,0,0,0,8,0,0,"Variety stores",0,0,0,0,0,0,1,0,0,65.32692308,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
